"Date","Player_1","Player_2","Winner","Rank_1","Rank_2","Odd_1","Odd_2","Court","Five_Set","Match_Importance","Opponent","Odd_Med","Odd_Opp","Rank_Med","Rank_Opp","Win","Odd_Pred","Grass","Clay","Indoor","Hard","Odd_Acc","Opp_Court_Perc","Opp_Set_Perc","H2H_Med","Pre_Med","Pre5_Med","Pre_Opp","Pre5_Opp","Log_Rank_Med","Log_Rank_Opp"
"2018-10-23","Medvedev D.","Marterer M.","Medvedev D.",20,67,1.25,3.75,"Hard Indoor",0,90,"Marterer M.",1.25,3.75,20,67,1,1,0,0,1,0,1,25,27.906976744186,50,0,0.6,0,0,2.99573227355399,4.20469261939097
"2018-10-25","Medvedev D.","Seppi A.","Medvedev D.",20,43,1.36,3,"Hard Indoor",0,90,"Seppi A.",1.36,3,20,43,1,1,0,0,1,0,1,48.2758620689655,48.3870967741936,0,1,0.6,1,0.8,2.99573227355399,3.76120011569356
"2018-10-26","Tsitsipas S.","Medvedev D.","Medvedev D.",16,20,1.66,2.2,"Hard Indoor",0,180,"Tsitsipas S.",2.2,1.66,20,16,1,0,0,0,1,0,0,53.3333333333333,56.7164179104478,100,1,0.8,1,1,2.99573227355399,2.77258872223978
"2018-10-27","Medvedev D.","Federer R.","Federer R.",20,3,3.2,1.36,"Hard Indoor",0,300,"Federer R.",3.2,1.36,20,3,0,0,0,0,1,0,1,84.0796019900498,83.2089552238806,0,1,0.8,1,0.8,2.99573227355399,1.09861228866811
"2018-10-30","Medvedev D.","Carreno Busta P.","Medvedev D.",17,24,1.28,3.5,"Hard Indoor",0,90,"Carreno Busta P.",1.28,3.5,17,24,1,1,0,0,1,0,1,50,59.349593495935,50,0,0.6,0,0.6,2.83321334405622,3.17805383034795
"2018-10-31","Coric B.","Medvedev D.","Coric B.",13,17,1.83,1.83,"Hard Indoor",0,90,"Coric B.",1.83,1.83,17,13,0,1,0,0,1,0,0,42.3076923076923,53.6585365853659,33.3333333333333,1,0.8,1,0.8,2.83321334405622,2.56494935746154
"2019-01-02","Murray A.","Medvedev D.","Medvedev D.",240,16,1.83,1.83,"Hard Outdoor",0,45,"Murray A.",1.83,1.83,16,240,1,1,0,0,0,1,1,77.8067885117493,75,50,0,0.6,1,0.6,2.77258872223978,5.48063892334199
"2019-01-04","Medvedev D.","Raonic M.","Medvedev D.",16,18,2,1.8,"Hard Outdoor",0,90,"Raonic M.",2,1.8,16,18,1,0,0,0,0,1,0,70.4225352112676,67.6646706586826,100,1,0.6,1,0.6,2.77258872223978,2.89037175789616
"2019-01-05","Tsonga J.W.","Medvedev D.","Medvedev D.",239,16,2.3,1.61,"Hard Outdoor",0,150,"Tsonga J.W.",1.61,2.3,16,239,1,1,0,0,0,1,1,69.2622950819672,66.1764705882353,0,1,0.6,1,0.6,2.77258872223978,5.47646355193151
"2019-01-06","Nishikori K.","Medvedev D.","Nishikori K.",9,16,1.57,2.37,"Hard Outdoor",0,250,"Nishikori K.",2.37,1.57,16,9,0,0,0,0,0,1,1,68.4210526315789,68.6375321336761,50,1,0.8,1,0.6,2.77258872223978,2.19722457733622
"2019-01-15","Harris L.","Medvedev D.","Medvedev D.",119,19,5,1.16,"Hard Outdoor",1,90,"Harris L.",1.16,5,19,119,1,1,0,0,0,1,1,25,0,50,0,0.6,0,0.2,2.94443897916644,4.77912349311153
"2019-01-17","Medvedev D.","Harrison R.","Medvedev D.",19,83,1.16,5,"Hard Outdoor",1,90,"Harrison R.",1.16,5,19,83,1,1,0,0,0,1,1,44.4444444444444,33.3333333333333,100,1,0.8,1,0.2,2.94443897916644,4.4188406077966
"2019-01-19","Goffin D.","Medvedev D.","Medvedev D.",22,19,2.3,1.61,"Hard Outdoor",1,180,"Goffin D.",1.61,2.3,19,22,1,1,0,0,0,1,1,60.1398601398601,64.6153846153846,50,1,0.8,1,0.4,2.94443897916644,3.09104245335832
"2019-01-21","Djokovic N.","Medvedev D.","Djokovic N.",1,19,1.11,6.5,"Hard Outdoor",1,360,"Djokovic N.",6.5,1.11,19,1,0,0,0,0,0,1,1,86.6952789699571,87.1527777777778,0,1,0.8,1,0.8,2.94443897916644,0
"2019-02-07","Haase R.","Medvedev D.","Medvedev D.",54,16,4,1.22,"Hard Indoor",0,45,"Haase R.",1.22,4,16,54,1,1,0,0,1,0,1,41.25,46.7048710601719,66.6666666666667,0,0.6,1,0.4,2.77258872223978,3.98898404656427
"2019-02-08","Klizan M.","Medvedev D.","Medvedev D.",38,16,3.75,1.28,"Hard Indoor",0,90,"Klizan M.",1.28,3.75,16,38,1,1,0,0,1,0,1,61.2244897959184,52.6315789473684,100,1,0.8,1,0.6,2.77258872223978,3.63758615972639
"2019-02-09","Medvedev D.","Monfils G.","Medvedev D.",16,33,1.66,2.2,"Hard Indoor",0,150,"Monfils G.",1.66,2.2,16,33,1,1,0,0,1,0,1,67.1428571428571,63.265306122449,50,1,0.8,1,0.8,2.77258872223978,3.49650756146648
"2019-02-10","Fucsovics M.","Medvedev D.","Medvedev D.",47,16,5.5,1.14,"Hard Indoor",0,250,"Fucsovics M.",1.14,5.5,16,47,1,1,0,0,1,0,1,64.2857142857143,51.6129032258064,100,1,0.8,1,0.8,2.77258872223978,3.85014760171006
"2019-02-13","Medvedev D.","Chardy J.","Medvedev D.",16,35,1.22,4,"Hard Indoor",0,90,"Chardy J.",1.22,4,16,35,1,1,0,0,1,0,1,45.3125,47.7922077922078,0,1,0.8,0,0.6,2.77258872223978,3.55534806148941
"2019-02-14","Verdasco F.","Medvedev D.","Medvedev D.",26,16,3.25,1.33,"Hard Indoor",0,90,"Verdasco F.",1.33,3.25,16,26,1,1,0,0,1,0,1,49.5327102803738,55.2592592592593,50,1,1,1,0.6,2.77258872223978,3.25809653802148
"2019-02-15","Medvedev D.","Tsonga J.W.","Medvedev D.",16,140,1.57,2.37,"Hard Indoor",0,180,"Tsonga J.W.",1.57,2.37,16,140,1,1,0,0,1,0,1,71.6129032258065,66.5865384615385,50,1,1,1,1,2.77258872223978,4.9416424226093
"2019-02-16","Medvedev D.","Monfils G.","Monfils G.",16,33,1.4,3,"Hard Indoor",0,300,"Monfils G.",1.4,3,16,33,0,1,0,0,1,0,0,67.3611111111111,63.3603238866397,100,1,1,1,0.8,2.77258872223978,3.49650756146648
"2019-02-26","Berankis R.","Medvedev D.","Berankis R.",113,15,5.5,1.14,"Hard Outdoor",0,90,"Berankis R.",1.14,5.5,15,113,0,1,0,0,0,1,0,42.4657534246575,43.0769230769231,100,0,0.8,0,0.4,2.70805020110221,4.72738781871234
"2019-03-10","Mcdonald M.","Medvedev D.","Medvedev D.",62,15,3.75,1.25,"Hard Outdoor",0,90,"Mcdonald M.",1.25,3.75,15,62,1,1,0,0,0,1,1,36.3636363636364,36,50,0,0.6,1,0.6,2.70805020110221,4.12713438504509
"2019-03-12","Krajinovic F.","Medvedev D.","Krajinovic F.",113,15,3.5,1.3,"Hard Outdoor",0,180,"Krajinovic F.",1.3,3.5,15,113,0,1,0,0,0,1,0,43.75,46.3768115942029,50,1,0.6,1,0.6,2.70805020110221,4.72738781871234
"2019-03-23","Medvedev D.","Mannarino A.","Medvedev D.",15,55,1.3,3.4,"Hard Outdoor",0,90,"Mannarino A.",1.3,3.4,15,55,1,1,0,0,0,1,1,46.7948717948718,45.4237288135593,0,0,0.4,1,0.4,2.70805020110221,4.00733318523247
"2019-03-25","Medvedev D.","Opelka R.","Medvedev D.",15,58,1.28,3.75,"Hard Outdoor",0,180,"Opelka R.",1.28,3.75,15,58,1,1,0,0,0,1,1,42.3076923076923,46.875,100,1,0.4,1,0.6,2.70805020110221,4.06044301054642
"2019-03-27","Federer R.","Medvedev D.","Federer R.",5,15,1.3,3.5,"Hard Outdoor",0,180,"Federer R.",3.5,1.3,15,5,0,0,0,0,0,1,1,85.2233676975945,83.1515151515152,0,1,0.6,1,0.8,2.70805020110221,1.6094379124341
"2019-04-15","Sousa J.","Medvedev D.","Medvedev D.",51,14,2.37,1.53,"Clay",0,90,"Sousa J.",1.53,2.37,14,51,1,1,0,1,0,0,1,47.4576271186441,45.1263537906137,50,0,0.6,0,0.4,2.63905732961526,3.93182563272433
"2019-04-17","Medvedev D.","Albot R.","Medvedev D.",14,45,1.4,2.75,"Clay",0,90,"Albot R.",1.4,2.75,14,45,1,1,0,1,0,0,1,33.3333333333333,38.2716049382716,50,1,0.6,1,0.6,2.63905732961526,3.80666248977032
"2019-04-18","Tsitsipas S.","Medvedev D.","Medvedev D.",8,14,1.72,2.1,"Clay",0,180,"Tsitsipas S.",2.1,1.72,14,8,1,0,0,1,0,0,0,57.8947368421053,57.9545454545455,100,1,0.8,1,0.6,2.63905732961526,2.07944154167984
"2019-04-19","Medvedev D.","Djokovic N.","Medvedev D.",14,1,4.33,1.22,"Clay",0,360,"Djokovic N.",4.33,1.22,14,1,1,0,0,1,0,0,0,81.2227074235808,82.1316614420063,0,1,0.8,1,0.8,2.63905732961526,0
"2019-04-20","Medvedev D.","Lajovic D.","Lajovic D.",14,48,1.44,2.75,"Clay",0,600,"Lajovic D.",1.44,2.75,14,48,0,1,0,1,0,0,0,50,44.6428571428571,100,1,0.8,1,0.8,2.63905732961526,3.87120101090789
"2019-04-24","Ramos-Vinolas A.","Medvedev D.","Medvedev D.",83,14,2.5,1.5,"Clay",0,90,"Ramos-Vinolas A.",1.5,2.5,14,83,1,1,0,1,0,0,1,51.2,44.4444444444444,50,0,0.8,1,0.6,2.63905732961526,4.4188406077966
"2019-04-25","Medvedev D.","Mcdonald M.","Medvedev D.",14,61,1.2,4.5,"Clay",0,90,"Mcdonald M.",1.2,4.5,14,61,1,1,0,1,0,0,1,50,38.7096774193548,100,1,0.8,1,0.6,2.63905732961526,4.11087386417331
"2019-04-26","Medvedev D.","Jarry N.","Medvedev D.",14,81,1.25,4,"Clay",0,180,"Jarry N.",1.25,4,14,81,1,1,0,1,0,0,1,51.6129032258064,47.0588235294118,50,1,0.8,1,0.6,2.63905732961526,4.39444915467244
"2019-04-27","Medvedev D.","Nishikori K.","Medvedev D.",14,7,2,1.8,"Clay",0,300,"Nishikori K.",2,1.8,14,7,1,0,0,1,0,0,0,71.9298245614035,68.4863523573201,33.3333333333333,1,0.8,1,0.6,2.63905732961526,1.94591014905531
"2019-04-28","Thiem D.","Medvedev D.","Thiem D.",5,14,1.28,3.75,"Clay",0,500,"Thiem D.",3.75,1.28,14,5,0,0,0,1,0,0,1,73.469387755102,61.8374558303887,0,1,0.8,1,0.8,2.63905732961526,1.6094379124341
"2019-05-07","Medvedev D.","Pella G.","Pella G.",14,26,1.53,2.37,"Clay",0,90,"Pella G.",1.53,2.37,14,26,0,1,0,1,0,0,0,54.8780487804878,48.4615384615385,0,0,0.8,0,0.6,2.63905732961526,3.25809653802148
"2019-05-14","Kyrgios N.","Medvedev D.","Kyrgios N.",36,14,3,1.36,"Clay",0,90,"Kyrgios N.",1.36,3,14,36,0,1,0,1,0,0,0,57.8947368421053,65.7342657342657,50,0,0.6,0,0.4,2.63905732961526,3.58351893845611
"2019-05-27","Medvedev D.","Herbert P.H.","Herbert P.H.",14,43,1.33,3.4,"Clay",1,90,"Herbert P.H.",1.33,3.4,14,43,0,1,0,1,0,0,0,46.1538461538462,42.8571428571429,100,0,0.4,0,0.4,2.63905732961526,3.76120011569356
"2019-06-12","Medvedev D.","Pouille L.","Pouille L.",13,26,1.44,2.62,"Grass",0,45,"Pouille L.",1.44,2.62,13,26,0,1,1,0,0,0,0,58.3333333333333,52.9801324503311,0,0,0.2,1,0.4,2.56494935746154,3.25809653802148
"2019-06-17","Medvedev D.","Verdasco F.","Medvedev D.",13,37,1.36,3,"Grass",0,90,"Verdasco F.",1.36,3,13,37,1,1,1,0,0,0,1,53.6585365853659,55.0578034682081,66.6666666666667,0,0,0,0.4,2.56494935746154,3.61091791264422
"2019-06-20","Pouille L.","Medvedev D.","Medvedev D.",29,13,2.62,1.44,"Grass",0,90,"Pouille L.",1.44,2.62,13,29,1,1,1,0,0,0,1,59.2592592592593,53.2467532467532,0,1,0.2,1,0.6,2.56494935746154,3.36729582998647
"2019-06-21","Schwartzman D.","Medvedev D.","Medvedev D.",23,13,3.75,1.28,"Grass",0,180,"Schwartzman D.",1.28,3.75,13,23,1,1,1,0,0,0,1,27.2727272727273,51.685393258427,100,1,0.4,1,0.6,2.56494935746154,3.13549421592915
"2019-06-22","Medvedev D.","Simon G.","Simon G.",13,38,1.2,4.5,"Grass",0,300,"Simon G.",1.2,4.5,13,38,0,1,1,0,0,0,0,57.3333333333333,58.0487804878049,0,1,0.6,1,0.8,2.56494935746154,3.63758615972639
"2019-07-01","Lorenzi P.","Medvedev D.","Medvedev D.",106,13,23,1.01,"Grass",1,90,"Lorenzi P.",1.01,23,13,106,1,1,1,0,0,0,1,20.8333333333333,26.8292682926829,100,0,0.6,0,0.4,2.56494935746154,4.66343909411207
"2019-07-03","Popyrin A.","Medvedev D.","Medvedev D.",101,13,4.33,1.22,"Grass",1,90,"Popyrin A.",1.22,4.33,13,101,1,1,1,0,0,0,1,50,50,50,1,0.8,1,0.4,2.56494935746154,4.61512051684126
"2019-07-05","Goffin D.","Medvedev D.","Goffin D.",23,13,1.9,1.9,"Grass",1,180,"Goffin D.",1.9,1.9,13,23,0,1,1,0,0,0,0,55.2631578947368,64.7887323943662,100,1,0.8,1,0.8,2.56494935746154,3.13549421592915
"2019-07-30","Medvedev D.","Fratangelo B.","Medvedev D.",10,124,1.18,4.5,"Hard Outdoor",0,90,"Fratangelo B.",1.18,4.5,10,124,1,1,0,0,0,1,1,35.7142857142857,42.1052631578947,50,0,0.6,1,0.4,2.30258509299405,4.82028156560504
"2019-08-01","Medvedev D.","Tiafoe F.","Medvedev D.",10,40,1.4,3,"Hard Outdoor",0,90,"Tiafoe F.",1.4,3,10,40,1,1,0,0,0,1,1,45.4545454545455,43.6170212765958,50,1,0.6,1,0.2,2.30258509299405,3.68887945411394
"2019-08-02","Cilic M.","Medvedev D.","Medvedev D.",17,10,2.3,1.61,"Hard Outdoor",0,180,"Cilic M.",1.61,2.3,10,17,1,1,0,0,0,1,1,64.3109540636042,62.109375,50,1,0.8,1,0.6,2.30258509299405,2.83321334405622
"2019-08-04","Gojowczyk P.","Medvedev D.","Medvedev D.",122,10,5,1.16,"Hard Outdoor",0,300,"Gojowczyk P.",1.16,5,10,122,1,1,0,0,0,1,1,50.8196721311475,50.9803921568627,50,1,0.8,1,0.8,2.30258509299405,4.80402104473326
"2019-08-04","Kyrgios N.","Medvedev D.","Kyrgios N.",52,10,2.1,1.72,"Hard Outdoor",0,500,"Kyrgios N.",1.72,2.1,10,52,0,1,0,0,0,1,0,68.5950413223141,66.2251655629139,0,1,0.8,1,0.8,2.30258509299405,3.95124371858143
"2019-08-07","Medvedev D.","Edmund K.","Medvedev D.",9,33,1.53,2.37,"Hard Outdoor",0,90,"Edmund K.",1.53,2.37,9,33,1,1,0,0,0,1,1,53.1914893617021,50.6944444444444,0,0,0.8,1,0.6,2.19722457733622,3.49650756146648
"2019-08-08","Garin C.","Medvedev D.","Medvedev D.",36,9,5,1.16,"Hard Outdoor",0,180,"Garin C.",1.16,5,9,36,1,1,0,0,0,1,1,50,59.375,50,1,0.8,1,0.4,2.19722457733622,3.58351893845611
"2019-08-09","Medvedev D.","Thiem D.","Medvedev D.",9,4,1.61,2.3,"Hard Outdoor",0,360,"Thiem D.",1.61,2.3,9,4,1,1,0,0,0,1,1,60.3448275862069,62.6262626262626,0,1,0.8,1,1,2.19722457733622,1.38629436111989
"2019-08-10","Medvedev D.","Khachanov K.","Medvedev D.",9,8,1.5,2.62,"Hard Outdoor",0,600,"Khachanov K.",1.5,2.62,9,8,1,1,0,0,0,1,1,52.2388059701493,53.5211267605634,0,1,0.8,1,0.6,2.19722457733622,2.07944154167984
"2019-08-11","Medvedev D.","Nadal R.","Nadal R.",9,2,3,1.4,"Hard Outdoor",0,1000,"Nadal R.",3,1.4,9,2,0,0,0,0,0,1,1,79.8657718120805,81.7824377457405,50,1,0.8,1,0.8,2.19722457733622,0.693147180559945
"2019-08-13","Medvedev D.","Edmund K.","Medvedev D.",8,30,1.53,2.37,"Hard Outdoor",0,90,"Edmund K.",1.53,2.37,8,30,1,1,0,0,0,1,1,52.6315789473684,50.3448275862069,33.3333333333333,0,0.8,0,0.6,2.07944154167984,3.40119738166216
"2019-08-14","Paire B.","Medvedev D.","Medvedev D.",29,8,3.4,1.3,"Hard Outdoor",0,90,"Paire B.",1.3,3.4,8,29,1,1,0,0,0,1,1,45.7746478873239,48.036253776435,100,1,0.8,0,0.4,2.07944154167984,3.36729582998647
"2019-08-15","Medvedev D.","Struff J.L.","Medvedev D.",8,36,1.4,3,"Hard Outdoor",0,180,"Struff J.L.",1.4,3,8,36,1,1,0,0,0,1,1,43.4782608695652,46.5,100,1,0.8,1,0.6,2.07944154167984,3.58351893845611
"2019-08-17","Medvedev D.","Rublev A.","Medvedev D.",8,70,1.3,3.5,"Hard Outdoor",0,360,"Rublev A.",1.3,3.5,8,70,1,1,0,0,0,1,1,50,47.0588235294118,50,1,0.8,1,0.6,2.07944154167984,4.24849524204936
"2019-08-17","Djokovic N.","Medvedev D.","Medvedev D.",1,8,1.33,3.4,"Hard Outdoor",0,600,"Djokovic N.",3.4,1.33,8,1,1,0,0,0,0,1,0,86.5546218487395,82.1538461538462,33.3333333333333,1,0.8,1,1,2.07944154167984,0
"2019-08-18","Medvedev D.","Goffin D.","Medvedev D.",8,19,1.4,3,"Hard Outdoor",0,1000,"Goffin D.",1.4,3,8,19,1,1,0,0,0,1,1,59.7402597402597,58,50,1,1,1,0.8,2.07944154167984,2.94443897916644
"2019-08-26","Medvedev D.","Gunneswaran P.","Medvedev D.",5,88,1.02,19,"Hard Outdoor",1,90,"Gunneswaran P.",1.02,19,5,88,1,1,0,0,0,1,1,28.5714285714286,0,50,1,1,0,0.4,1.6094379124341,4.47733681447821
"2019-08-29","Dellien H.","Medvedev D.","Medvedev D.",84,5,19,1.02,"Hard Outdoor",1,90,"Dellien H.",1.02,19,5,84,1,1,0,0,0,1,1,0,33.3333333333333,50,1,1,0,0,1.6094379124341,4.43081679884331
"2019-08-31","Medvedev D.","Lopez F.","Medvedev D.",5,61,1.3,3.5,"Hard Outdoor",1,180,"Lopez F.",1.3,3.5,5,61,1,1,0,0,0,1,1,52.1367521367521,56.9620253164557,0,1,1,1,0.6,1.6094379124341,4.11087386417331
"2019-09-01","Medvedev D.","Koepfer D.","Medvedev D.",5,118,1.12,6,"Hard Outdoor",1,360,"Koepfer D.",1.12,6,5,118,1,1,0,0,0,1,1,57.1428571428571,80,50,1,1,1,0.6,1.6094379124341,4.77068462446567
"2019-09-03","Wawrinka S.","Medvedev D.","Medvedev D.",24,5,1.72,2.1,"Hard Outdoor",1,720,"Wawrinka S.",2.1,1.72,5,24,1,0,0,0,0,1,0,66.7741935483871,72.1052631578947,100,1,1,1,0.8,1.6094379124341,3.17805383034795
"2019-09-06","Dimitrov G.","Medvedev D.","Medvedev D.",78,5,2.75,1.44,"Hard Outdoor",1,1200,"Dimitrov G.",1.44,2.75,5,78,1,1,0,0,0,1,1,60.4651162790698,62.2222222222222,50,1,1,1,0.8,1.6094379124341,4.35670882668959
"2019-09-19","Donskoy E.","Medvedev D.","Medvedev D.",118,4,6.5,1.11,"Hard Indoor",0,45,"Donskoy E.",1.11,6.5,4,118,1,1,0,0,1,0,1,30.7692307692308,32.1739130434783,100,1,1,1,0.4,1.38629436111989,4.77068462446567
"2019-09-20","Medvedev D.","Rublev A.","Medvedev D.",4,38,1.25,4,"Hard Indoor",0,90,"Rublev A.",1.25,4,4,38,1,1,0,0,1,0,1,40,48.6238532110092,100,1,1,1,0.8,1.38629436111989,3.63758615972639
"2019-09-21","Medvedev D.","Gerasimov E.","Medvedev D.",4,119,1.14,5.5,"Hard Indoor",0,150,"Gerasimov E.",1.14,5.5,4,119,1,1,0,0,1,0,1,71.4285714285714,57.1428571428571,50,1,1,1,0.8,1.38629436111989,4.77912349311153
"2019-09-22","Coric B.","Medvedev D.","Medvedev D.",15,4,4.33,1.22,"Hard Indoor",0,250,"Coric B.",1.22,4.33,4,15,1,1,0,0,1,0,1,45.1612903225806,54.8223350253807,25,1,1,1,0.6,1.38629436111989,2.70805020110221
"2019-10-08","Medvedev D.","Norrie C.","Medvedev D.",4,64,1.12,6,"Hard Outdoor",0,90,"Norrie C.",1.12,6,4,64,1,1,0,0,0,1,1,52.3809523809524,50.7462686567164,50,1,1,1,0.4,1.38629436111989,4.15888308335967
"2019-10-10","Pospisil V.","Medvedev D.","Medvedev D.",248,4,8,1.08,"Hard Outdoor",0,180,"Pospisil V.",1.08,8,4,248,1,1,0,0,0,1,1,42.7272727272727,42.2857142857143,50,1,1,1,0.6,1.38629436111989,5.51342874616498
"2019-10-11","Medvedev D.","Fognini F.","Medvedev D.",4,12,1.22,4.33,"Hard Outdoor",0,360,"Fognini F.",1.22,4.33,4,12,1,1,0,0,0,1,1,47.5409836065574,53.1313131313131,50,1,1,1,0.8,1.38629436111989,2.484906649788
"2019-10-12","Medvedev D.","Tsitsipas S.","Medvedev D.",4,7,1.44,2.75,"Hard Outdoor",0,600,"Tsitsipas S.",1.44,2.75,4,7,1,1,0,0,0,1,1,61.1940298507463,61.1570247933884,100,1,1,1,0.8,1.38629436111989,1.94591014905531
"2019-10-13","Medvedev D.","Zverev A.","Medvedev D.",4,6,1.53,2.5,"Hard Outdoor",0,1000,"Zverev A.",1.53,2.5,4,6,1,1,0,0,0,1,1,66.9491525423729,66.7953667953668,0,1,1,1,0.8,1.38629436111989,1.79175946922805
"2019-10-29","Chardy J.","Medvedev D.","Chardy J.",65,4,5.5,1.14,"Hard Indoor",0,90,"Chardy J.",1.14,5.5,4,65,0,1,0,0,1,0,0,45.7142857142857,48.1042654028436,50,1,1,1,0.6,1.38629436111989,4.17438726989564
"2020-01-21","Tiafoe F.","Medvedev D.","Medvedev D.",50,4,9,1.07,"Hard Outdoor",1,90,"Tiafoe F.",1.07,9,4,50,1,1,0,0,0,1,1,41.3333333333333,37.5,100,0,0.8,0,0.2,1.38629436111989,3.91202300542815
"2020-01-23","Martinez P.","Medvedev D.","Medvedev D.",168,4,21,1.01,"Hard Outdoor",1,90,"Martinez P.",1.01,21,4,168,1,1,0,0,0,1,1,100,50,50,1,0.8,1,0.2,1.38629436111989,5.12396397940326
"2020-01-25","Medvedev D.","Popyrin A.","Medvedev D.",4,96,1.1,7,"Hard Outdoor",1,180,"Popyrin A.",1.1,7,4,96,1,1,0,0,0,1,1,36.3636363636364,54.5454545454545,100,1,0.8,1,0.4,1.38629436111989,4.56434819146784
"2020-01-27","Wawrinka S.","Medvedev D.","Wawrinka S.",15,4,3.75,1.28,"Hard Outdoor",1,360,"Wawrinka S.",1.28,3.75,4,15,0,1,0,0,0,1,0,66.7721518987342,72.020725388601,100,1,0.8,1,0.8,1.38629436111989,2.70805020110221
"2020-02-12","Pospisil V.","Medvedev D.","Pospisil V.",104,5,4.33,1.2,"Hard Indoor",0,90,"Pospisil V.",1.2,4.33,5,104,0,1,0,0,1,0,0,48.9795918367347,42.8571428571429,100,0,0.6,0,0.6,1.6094379124341,4.64439089914137
"2020-02-20","Medvedev D.","Sinner J.","Medvedev D.",5,68,1.25,3.75,"Hard Indoor",0,45,"Sinner J.",1.25,3.75,5,68,1,1,0,0,1,0,1,54.5454545454545,45,50,0,0.6,1,0.4,1.6094379124341,4.21950770517611
"2020-02-21","Medvedev D.","Simon G.","Simon G.",5,58,1.2,4.5,"Hard Indoor",0,90,"Simon G.",1.2,4.5,5,58,0,1,0,0,1,0,0,61.2021857923497,57.5899843505477,0,1,0.6,1,0.6,1.6094379124341,4.06044301054642
"2020-08-24","Medvedev D.","Giron M.","Medvedev D.",5,101,1.14,5.5,"Hard Outdoor",0,90,"Giron M.",1.14,5.5,5,101,1,1,0,0,0,1,1,38.4615384615385,45.4545454545455,50,0,0.4,1,0.4,1.6094379124341,4.61512051684126
"2020-08-25","Bedene A.","Medvedev D.","Medvedev D.",61,5,4.33,1.2,"Hard Outdoor",0,180,"Bedene A.",1.2,4.33,5,61,1,1,0,0,0,1,1,46.2686567164179,50.2673796791444,50,1,0.4,1,0.6,1.6094379124341,4.11087386417331
"2020-08-26","Medvedev D.","Bautista Agut R.","Bautista Agut R.",5,12,1.4,3,"Hard Outdoor",0,360,"Bautista Agut R.",1.4,3,5,12,0,1,0,0,0,1,0,69.9029126213592,64.9717514124294,0,1,0.6,1,0.6,1.6094379124341,2.484906649788
"2020-09-02","Delbonis F.","Medvedev D.","Medvedev D.",79,5,17,1.02,"Hard Outdoor",1,90,"Delbonis F.",1.02,17,5,79,1,1,0,0,0,1,1,32.2033898305085,23.3333333333333,50,0,0.6,0,0.4,1.6094379124341,4.36944785246702
"2020-09-04","Medvedev D.","O Connell C.","Medvedev D.",5,116,1.01,23,"Hard Outdoor",1,90,"O Connell C.",1.01,23,5,116,1,1,0,0,0,1,1,100,100,50,1,0.6,1,0.2,1.6094379124341,4.75359019110636
"2020-09-05","Medvedev D.","Wolf J.J.","Medvedev D.",5,138,1.06,10,"Hard Outdoor",1,180,"Wolf J.J.",1.06,10,5,138,1,1,0,0,0,1,1,66.6666666666667,100,50,1,0.8,1,0.4,1.6094379124341,4.92725368515721
"2020-09-08","Tiafoe F.","Medvedev D.","Medvedev D.",82,5,6,1.12,"Hard Outdoor",1,360,"Tiafoe F.",1.12,6,5,82,1,1,0,0,0,1,1,42.8571428571429,42.8571428571429,100,1,0.8,1,0.6,1.6094379124341,4.40671924726425
"2020-09-09","Medvedev D.","Rublev A.","Medvedev D.",5,14,1.25,4,"Hard Outdoor",1,720,"Rublev A.",1.25,4,5,14,1,1,0,0,0,1,1,59.1397849462366,62.0689655172414,100,1,0.8,1,0.8,1.6094379124341,2.63905732961526
"2020-09-12","Medvedev D.","Thiem D.","Thiem D.",5,3,1.8,2,"Hard Outdoor",1,1200,"Thiem D.",1.8,2,5,3,0,1,0,0,0,1,0,63.0434782608696,74.1176470588235,33.3333333333333,1,1,1,0.8,1.6094379124341,1.09861228866811
"2020-09-22","Medvedev D.","Humbert U.","Humbert U.",5,41,1.18,4.5,"Clay",0,90,"Humbert U.",1.18,4.5,5,41,0,1,0,1,0,0,0,37.5,48.9795918367347,50,0,0.8,0,0.6,1.6094379124341,3.71357206670431
"2020-09-28","Medvedev D.","Fucsovics M.","Fucsovics M.",5,63,1.22,4.33,"Clay",1,90,"Fucsovics M.",1.22,4.33,5,63,0,1,0,1,0,0,0,44.7368421052632,45.8333333333333,100,0,0.6,0,0.6,1.6094379124341,4.14313472639153
"2020-10-14","Gasquet R.","Medvedev D.","Medvedev D.",53,6,6,1.12,"Hard Indoor",0,45,"Gasquet R.",1.12,6,6,53,1,1,0,0,1,0,1,64.1975308641975,63.015873015873,0,0,0.4,0,0.4,1.79175946922805,3.97029191355212
"2020-10-15","Medvedev D.","Opelka R.","Opelka R.",6,36,1.2,4.33,"Hard Indoor",0,45,"Opelka R.",1.2,4.33,6,36,0,1,0,0,1,0,0,71.4285714285714,54.9295774647887,100,1,0.4,1,0.6,1.79175946922805,3.58351893845611
"2020-10-28","Jung J.","Medvedev D.","Medvedev D.",127,6,8,1.08,"Hard Indoor",0,90,"Jung J.",1.08,8,6,127,1,1,0,0,1,0,1,71.4285714285714,36.8421052631579,50,0,0.2,0,0.4,1.79175946922805,4.84418708645859
"2020-10-29","Pospisil V.","Medvedev D.","Medvedev D.",81,6,3.75,1.25,"Hard Indoor",0,90,"Pospisil V.",1.25,3.75,6,81,1,1,0,0,1,0,1,50,43.3862433862434,50,1,0.4,1,0.4,1.79175946922805,4.39444915467244
