"Match_Importance","Rank_Djo","Rank_Opp","Log_Rank_Djo","Log_Rank_Opp","Five_Set","Hard","Grass","Clay","Indoor","Opp_Set_Perc","Opp_Court_Perc","H2H_Djo","Pre_Djo","Pre5_Djo","Pre_Opp","Pre5_Opp","Odd_Djo","Odd_Opp","Odd_Pred","Odd_Acc","Win"
90,3,30,1.09861228866811,3.40119738166216,0,0,1,0,0,77.112676056338,84.375,66.6666666666667,1,0.8,1,0.8,1.38,2.87,1,1,1
150,3,8,1.09861228866811,2.07944154167984,0,0,1,0,0,64.0692640692641,74.0740740740741,50,1,0.8,1,0.8,1.28,3.5,1,1,1
250,3,2,1.09861228866811,0.693147180559945,0,0,1,0,0,81.4516129032258,78.5714285714286,33.3333333333333,1,0.8,1,1,1.7,2.15,1,0,0
90,3,91,1.09861228866811,4.51085950651685,1,0,1,0,0,30,36.3636363636364,50,0,0.8,0,0,1.01,15,1,1,1
90,3,75,1.09861228866811,4.31748811353631,1,0,1,0,0,71.0843373493976,58.6206896551724,0,1,0.8,1,0.6,1.05,9,1,0,0
90,3,82,1.09861228866811,4.40671924726425,0,1,0,0,0,43.3333333333333,40,50,0,0.6,1,0.6,1.07,7.5,1,1,1
180,3,49,1.09861228866811,3.89182029811063,0,1,0,0,0,58.2417582417582,54.5454545454545,100,1,0.6,1,0.6,1.11,6,1,1,1
360,3,9,1.09861228866811,2.19722457733622,0,1,0,0,0,67.1875,65.7534246575342,100,1,0.6,1,0.8,1.12,6,1,0,0
90,3,50,1.09861228866811,3.91202300542815,0,1,0,0,0,36.5853658536585,43.75,100,0,0.6,1,0.4,1.07,7.5,1,1,1
180,3,39,1.09861228866811,3.66356164612965,0,1,0,0,0,49.645390070922,38.0952380952381,100,1,0.6,1,0.4,1.1,6.5,1,1,1
360,3,53,1.09861228866811,3.97029191355212,0,1,0,0,0,39.2857142857143,55,100,1,0.8,1,0.6,1.2,4.5,1,1,1
600,3,2,1.09861228866811,0.693147180559945,0,1,0,0,0,82.1705426356589,76.5625,30,1,0.8,1,1,2.75,1.44,0,0,1
1000,3,9,1.09861228866811,2.19722457733622,0,1,0,0,0,67.910447761194,67.0886075949367,80,1,0.8,1,0.8,1.33,3.4,1,0,0
90,3,78,1.09861228866811,4.35670882668959,1,1,0,0,0,55.7377049180328,51.5384615384615,50,0,0.8,0,0.4,1.01,13,1,1,1
90,3,113,1.09861228866811,4.72738781871234,1,1,0,0,0,18.1818181818182,33.3333333333333,100,1,0.8,1,0.4,1.01,13,1,1,1
180,3,24,1.09861228866811,3.17805383034795,1,1,0,0,0,60,63.6363636363636,100,1,0.8,1,1,1.12,5.5,1,1,1
360,3,15,1.09861228866811,2.70805020110221,1,1,0,0,0,65.9340659340659,59.375,100,1,0.8,1,0.8,1.07,7.5,1,1,1
720,3,8,1.09861228866811,2.07944154167984,1,1,0,0,0,77.2727272727273,80.1556420233463,50,1,0.8,1,0.8,1.61,2.25,1,1,1
1200,3,2,1.09861228866811,0.693147180559945,1,1,0,0,0,86.7021276595745,86.2204724409449,33.3333333333333,1,1,1,1,2.1,1.72,0,1,0
45,3,141,1.09861228866811,4.94875989037817,0,0,0,0,1,33.3333333333333,50,50,0,0.8,1,0.6,1.02,12,1,1,1
90,3,34,1.09861228866811,3.52636052461616,0,0,0,0,1,58.7301587301587,69.4915254237288,100,1,0.8,1,0.6,1.2,4.33,1,1,1
150,3,27,1.09861228866811,3.29583686600433,0,0,0,0,1,57.7380952380952,51.6129032258064,50,1,0.8,1,0.6,1.16,4.5,1,1,1
250,3,20,1.09861228866811,2.99573227355399,0,0,0,0,1,62.0689655172414,71.4285714285714,100,1,0.8,1,0.8,1.28,3.75,1,0,0
180,3,21,1.09861228866811,3.04452243772342,0,0,0,0,1,56.4245810055866,61.1111111111111,100,0,0.6,1,0.4,1.22,4,1,0,0
600,3,8,1.09861228866811,2.07944154167984,0,0,0,0,1,67.0731707317073,54.5454545454545,100,0,0.6,0,0.6,1.4,2.75,1,1,1
600,3,5,1.09861228866811,1.6094379124341,0,0,0,0,1,59.8214285714286,49.0196078431373,50,1,0.6,1,0.6,1.44,2.75,1,1,1
600,3,7,1.09861228866811,1.94591014905531,0,0,0,0,1,60,58.3333333333333,50,1,0.6,0,0.4,1.44,2.62,1,0,0
1000,3,9,1.09861228866811,2.19722457733622,0,0,0,0,1,61.744966442953,59.375,0,0,0.4,1,0.6,1.38,3,1,1,1
1500,3,5,1.09861228866811,1.6094379124341,0,0,0,0,1,59.882005899705,50,100,1,0.6,1,0.6,2,1.8,0,0,1
45,3,53,1.09861228866811,3.97029191355212,0,1,0,0,0,38.8888888888889,52.1739130434783,100,1,0.8,0,0.4,1.16,4.5,1,0,0
45,3,29,1.09861228866811,3.36729582998647,0,1,0,0,0,53.3333333333333,54.2553191489362,100,0,0.6,1,0.8,1.2,4.33,1,1,1
90,3,35,1.09861228866811,3.55534806148941,0,1,0,0,0,60,58.4905660377358,66.6666666666667,1,0.6,1,0.8,1.2,4.33,1,1,1
150,3,40,1.09861228866811,3.68887945411394,0,1,0,0,0,55.6338028169014,55.4794520547945,100,1,0.8,1,0.8,1.11,6,1,0,0
90,3,220,1.09861228866811,5.39362754635236,1,1,0,0,0,0,42.8571428571429,50,0,0.6,0,0.4,1,21,1,1,1
90,3,68,1.09861228866811,4.21950770517611,1,1,0,0,0,63.6363636363636,50,50,1,0.6,1,0.4,1.03,11,1,1,1
180,3,127,1.09861228866811,4.84418708645859,1,1,0,0,0,43.75,39.5833333333333,100,1,0.8,1,0.6,1.01,13,1,1,1
360,3,97,1.09861228866811,4.57471097850338,1,1,0,0,0,65.9574468085106,59.4936708860759,100,1,0.8,1,0.6,1.25,3.75,1,1,1
45,3,55,1.09861228866811,4.00733318523247,0,0,0,0,1,47.0588235294118,0,100,1,0.8,0,0.8,1.12,5.5,1,1,1
45,3,68,1.09861228866811,4.21950770517611,0,0,0,0,1,42.5742574257426,25,0,1,1,1,0.4,1.03,11,1,1,1
90,3,76,1.09861228866811,4.33073334028633,0,0,0,0,1,48.8372093023256,66.6666666666667,50,1,1,1,0.4,1.05,9,1,1,1
150,3,12,1.09861228866811,2.484906649788,0,0,0,0,1,68.6274509803922,68.4210526315789,33.3333333333333,1,1,1,0.8,1.61,2.2,1,0,0
90,3,125,1.09861228866811,4.8283137373023,0,1,0,0,0,30.7692307692308,44.4444444444444,50,0,0.8,0,0.4,1.02,12,1,1,1
90,3,66,1.09861228866811,4.18965474202643,0,1,0,0,0,42.7184466019417,43.9393939393939,50,1,0.8,1,0.4,1.03,11,1,1,1
180,3,19,1.09861228866811,2.94443897916644,0,1,0,0,0,58.3333333333333,68.8888888888889,100,1,0.8,1,0.8,1.38,2.75,1,1,1
300,3,8,1.09861228866811,2.07944154167984,0,1,0,0,0,61.875,57.8947368421053,50,1,0.8,1,0.8,1.44,2.62,1,1,1
500,3,14,1.09861228866811,2.63905732961526,0,1,0,0,0,60.5263157894737,61.1510791366906,50,1,0.8,1,0.8,1.4,2.87,1,1,1
90,3,54,1.09861228866811,3.98898404656427,0,1,0,0,0,44.2857142857143,20,50,1,1,1,0.8,1.01,15,1,1,1
180,3,64,1.09861228866811,4.15888308335967,0,1,0,0,0,68,70.4918032786885,100,1,1,1,0.4,1.1,6.5,1,1,1
180,3,16,1.09861228866811,2.77258872223978,0,1,0,0,0,50.78125,55.8823529411765,75,1,1,1,0.6,1.1,6.5,1,1,1
360,3,7,1.09861228866811,1.94591014905531,0,1,0,0,0,78.8029925187032,80.2867383512545,66.6666666666667,1,1,1,1,1.57,2.37,1,0,0
90,3,117,1.09861228866811,4.76217393479776,0,1,0,0,0,42.1875,36.5853658536585,100,0,0.8,1,0.2,1.06,8,1,1,1
180,3,33,1.09861228866811,3.49650756146648,0,1,0,0,0,53.2110091743119,53.5353535353535,100,1,0.8,1,0.6,1.1,6,1,1,1
180,3,22,1.09861228866811,3.09104245335832,0,1,0,0,0,57.6086956521739,61.6822429906542,100,1,0.8,1,0.4,1.2,4.33,1,1,1
360,3,11,1.09861228866811,2.39789527279837,0,1,0,0,0,70.6896551724138,72.3404255319149,25,1,0.8,1,0.8,1.61,2.25,1,1,1
600,3,2,1.09861228866811,0.693147180559945,0,1,0,0,0,84.1025641025641,86.231884057971,28.5714285714286,1,0.8,1,0.8,3.2,1.36,0,0,1
1000,3,4,1.09861228866811,1.38629436111989,0,1,0,0,0,72.3926380368098,72.6415094339623,66.6666666666667,1,1,1,1,1.4,2.87,1,0,0
90,3,65,1.09861228866811,4.17438726989564,0,0,0,1,0,37.3913043478261,42.0560747663551,50,0,0.8,1,0.4,1.05,9,1,1,1
180,3,36,1.09861228866811,3.58351893845611,0,0,0,1,0,46.1187214611872,49.4897959183673,100,1,0.8,1,0.8,1.08,7,1,1,1
360,3,8,1.09861228866811,2.07944154167984,0,0,0,1,0,55.6451612903226,60.4651162790698,50,1,0.8,1,0.8,1.8,1.9,1,1,1
600,3,16,1.09861228866811,2.77258872223978,0,0,0,1,0,52.5547445255474,58.1081081081081,80,1,0.8,1,0.8,1.3,3.5,1,1,1
1000,3,1,1.09861228866811,0,0,0,0,1,0,82.1052631578947,91.9254658385093,36.3636363636364,1,0.8,1,0.8,8,1.07,0,1,0
90,3,33,1.09861228866811,3.49650756146648,0,0,0,1,0,45.945945945946,49.2462311557789,100,0,0.8,1,0.6,1.06,8,1,1,1
180,3,17,1.09861228866811,2.83321334405622,0,0,0,1,0,63.9386189258312,71.4285714285714,100,1,0.8,1,0.8,1.16,4.5,1,1,1
360,3,5,1.09861228866811,1.6094379124341,0,0,0,1,0,68.2242990654206,67.8571428571429,100,1,0.8,1,0.6,1.22,4.33,1,1,1
600,3,2,1.09861228866811,0.693147180559945,0,0,0,1,0,83.8383838383838,80.1418439716312,37.5,1,0.8,1,0.8,1.72,2.1,1,1,1
1000,3,1,1.09861228866811,0,0,0,0,1,0,82.6530612244898,92.3529411764706,33.3333333333333,1,0.8,1,1,6.5,1.11,0,1,0
45,3,63,1.09861228866811,4.14313472639153,0,0,0,1,0,41.6666666666667,40,100,0,0.8,1,0.6,1.06,8,1,1,1
90,3,38,1.09861228866811,3.63758615972639,0,0,0,1,0,52,40,0,1,0.8,1,0.6,1.06,8,1,1,1
150,3,36,1.09861228866811,3.58351893845611,0,0,0,1,0,48.1927710843374,51.1627906976744,100,1,0.8,1,0.6,1.05,9,1,1,1
250,3,179,1.09861228866811,5.18738580584075,0,0,0,1,0,33.3333333333333,40,50,1,0.8,1,0.6,1.01,15,1,1,1
90,4,65,1.38629436111989,4.17438726989564,0,0,0,1,0,38.5245901639344,42.9824561403509,100,1,0.8,1,0.6,1.03,11,1,1,1
180,4,36,1.38629436111989,3.58351893845611,0,0,0,1,0,48.5207100591716,51.685393258427,100,1,1,1,0.8,1.04,11,1,1,1
360,4,54,1.38629436111989,3.98898404656427,0,0,0,1,0,62.3100303951368,57.6576576576577,100,1,1,1,0.6,1.07,8,1,1,1
600,4,1,1.38629436111989,0,0,0,0,1,0,82.8282828282828,92.485549132948,30.7692307692308,1,1,1,1,6.5,1.11,0,1,0
90,4,110,1.38629436111989,4.70048036579242,1,0,0,1,0,50,50,50,0,0.8,1,0.4,1.005,21,1,1,1
180,4,31,1.38629436111989,3.43398720448515,1,0,0,1,0,48.5714285714286,48.6111111111111,100,1,0.8,1,0.8,1.04,10,1,0,0
45,4,66,1.38629436111989,4.18965474202643,0,0,1,0,0,36.9230769230769,42.8571428571429,100,0,0.6,0,0.4,1.06,8,1,1,1
45,4,56,1.38629436111989,4.02535169073515,0,0,1,0,0,47.4074074074074,50,50,1,0.6,1,0.4,1.02,12,1,1,1
90,4,28,1.38629436111989,3.3322045101752,0,0,1,0,0,50.4032258064516,51.3513513513513,100,1,0.6,1,0.6,1.11,6,1,1,1
150,4,136,1.38629436111989,4.91265488573605,0,0,1,0,0,46.7479674796748,52.1739130434783,50,1,0.8,1,0.8,1.05,9,1,1,1
250,4,41,1.38629436111989,3.71357206670431,0,0,1,0,0,67.8321678321678,75.8620689655172,100,1,0.8,1,0.8,1.33,3.4,1,0,0
90,4,81,1.38629436111989,4.39444915467244,1,0,1,0,0,32.3529411764706,38.4615384615385,66.6666666666667,0,0.8,0,0.4,1.04,10,1,1,1
90,4,106,1.38629436111989,4.66343909411207,1,0,1,0,0,16.6666666666667,33.3333333333333,50,1,0.8,1,0.4,1.01,15,1,1,1
180,4,25,1.38629436111989,3.2188758248682,1,0,1,0,0,52.9411764705882,57.1428571428571,100,1,0.8,1,0.6,1.25,3.75,1,1,1
360,4,46,1.38629436111989,3.8286413964891,1,0,1,0,0,50,50,50,1,0.8,1,0.8,1.03,11,1,1,1
720,4,34,1.38629436111989,3.52636052461616,1,0,1,0,0,72.289156626506,78.7878787878788,66.6666666666667,1,0.8,1,1,1.36,3.2,1,0,0
90,4,225,1.38629436111989,5.41610040220442,0,1,0,0,0,20,20,50,0,0.8,1,0.2,1.03,11,1,1,1
180,4,65,1.38629436111989,4.17438726989564,0,1,0,0,0,54.5454545454545,55.7823129251701,33.3333333333333,1,0.8,1,0.6,1.14,5,1,1,1
360,4,5,1.38629436111989,1.6094379124341,0,1,0,0,0,78.7589498806683,80.1369863013699,50,1,0.8,1,0.8,1.9,1.8,0,1,0
90,4,54,1.38629436111989,3.98898404656427,0,1,0,0,0,62.5368731563422,62.6506024096386,100,0,0.6,1,0.8,1.11,6,1,1,1
180,4,35,1.38629436111989,3.55534806148941,0,1,0,0,0,56.6037735849057,60.8695652173913,100,1,0.6,1,0.6,1.14,5,1,1,1
360,4,9,1.38629436111989,2.19722457733622,0,1,0,0,0,61.0810810810811,59.4202898550725,66.6666666666667,1,0.8,1,0.8,1.28,3.4,1,1,1
600,4,3,1.38629436111989,1.09861228866811,0,1,0,0,0,82.5657894736842,78.125,28.5714285714286,1,0.8,1,0.8,2.37,1.57,0,0,1
1000,4,1,1.38629436111989,0,0,1,0,0,0,83.8630806845966,85.9154929577465,44.4444444444444,1,0.8,1,0.8,2.75,1.44,0,1,0
90,4,51,1.38629436111989,3.93182563272433,1,1,0,0,0,52.9411764705882,61.9047619047619,100,0,0.8,0,0.4,1.04,10,1,1,1
90,4,155,1.38629436111989,5.04342511691925,1,1,0,0,0,33.3333333333333,57.1428571428571,50,1,0.8,1,0.8,1.01,15,1,1,1
180,4,276,1.38629436111989,5.62040086571715,1,1,0,0,0,66.6666666666667,50,50,1,0.8,1,0.4,1.01,15,1,1,1
360,4,16,1.38629436111989,2.77258872223978,1,1,0,0,0,62.5,54.4715447154472,50,1,0.8,1,0.8,1.16,4.5,1,1,1
720,4,10,1.38629436111989,2.30258509299405,1,1,0,0,0,65.7534246575342,58.5185185185185,60,1,0.8,1,1,1.33,3.4,1,1,1
1200,4,1,1.38629436111989,0,1,1,0,0,0,87.962962962963,86.2068965517241,40,1,1,1,1,4.33,1.22,0,1,0
90,4,27,1.38629436111989,3.29583686600433,0,1,0,0,0,49.375,34.6938775510204,50,0,0.8,0,0.2,1.08,7,1,1,1
90,4,28,1.38629436111989,3.3322045101752,0,1,0,0,0,50.7936507936508,52.7777777777778,50,1,0.8,1,0.8,1.12,5.5,1,1,1
180,4,9,1.38629436111989,2.19722457733622,0,1,0,0,0,57.0397111913357,58.695652173913,66.6666666666667,1,0.8,1,0.8,1.36,3,1,1,1
300,4,11,1.38629436111989,2.39789527279837,0,1,0,0,0,59.0308370044053,56.043956043956,100,1,0.8,1,0.8,1.44,2.62,1,1,1
500,4,15,1.38629436111989,2.70805020110221,0,1,0,0,0,57.2916666666667,66.6666666666667,100,1,0.8,1,0.8,1.36,3.2,1,1,1
90,4,66,1.38629436111989,4.18965474202643,0,1,0,0,0,42.6666666666667,29.4117647058824,50,1,1,1,0.6,1.03,11,1,1,1
180,4,99,1.38629436111989,4.59511985013459,0,1,0,0,0,51.5243902439024,55.6756756756757,100,1,1,1,0.2,1.02,12,1,1,1
360,4,10,1.38629436111989,2.30258509299405,0,1,0,0,0,61.8556701030928,60.5263157894737,75,1,1,1,0.8,1.2,4.33,1,1,1
600,4,8,1.38629436111989,2.07944154167984,0,1,0,0,0,62.1134020618557,63.4831460674157,100,1,1,1,0.8,1.36,3,1,0,0
90,3,30,1.09861228866811,3.40119738166216,0,0,0,0,1,59.8086124401914,50,100,0,0.8,1,0.6,1.08,7,1,1,1
180,3,93,1.09861228866811,4.53259949315326,0,0,0,0,1,49.6062992125984,56.4516129032258,66.6666666666667,1,0.8,1,0.8,1.07,7.5,1,1,1
360,3,10,1.09861228866811,2.30258509299405,0,0,0,0,1,59.915611814346,69.7368421052632,100,1,0.8,1,1,1.33,3.25,1,1,1
600,3,2,1.09861228866811,0.693147180559945,0,0,0,0,1,82.2222222222222,69.0476190476191,33.3333333333333,1,0.8,1,0.8,1.8,2,1,1,1
1000,3,16,1.09861228866811,2.77258872223978,0,0,0,0,1,57.9268292682927,65.8536585365854,100,1,0.8,1,0.8,1.22,4.33,1,1,1
600,3,7,1.09861228866811,1.94591014905531,0,0,0,0,1,62.0865139949109,51.5625,66.6666666666667,1,1,0,0.6,1.4,3,1,1,1
600,3,9,1.09861228866811,2.19722457733622,0,0,0,0,1,59.8326359832636,69.2307692307692,100,1,1,1,0.8,1.4,3,1,0,0
600,3,2,1.09861228866811,0.693147180559945,0,0,0,0,1,81.4465408805032,64.4444444444444,37.5,0,0.8,0,0.4,1.4,2.87,1,1,1
90,3,74,1.09861228866811,4.30406509320417,1,1,0,0,0,16.6666666666667,0,0,1,0.8,0,0,1.01,15,1,1,1
90,3,58,1.09861228866811,4.06044301054642,1,1,0,0,0,62.5,44.8275862068966,50,1,0.8,1,0.4,1.02,12,1,1,1
180,3,103,1.09861228866811,4.63472898822964,1,1,0,0,0,58.3333333333333,45,50,1,0.8,1,0.6,1.01,15,1,1,1
360,3,86,1.09861228866811,4.45434729625351,1,1,0,0,0,66.6666666666667,53.8461538461538,100,1,0.8,1,0.8,1.01,13,1,1,1
720,3,10,1.09861228866811,2.30258509299405,1,1,0,0,0,73.6842105263158,72.463768115942,40,1,1,1,0.8,1.4,3,1,0,0
90,2,54,0.693147180559945,3.98898404656427,0,0,0,0,1,37.1428571428571,42.8571428571429,100,0,0.8,1,0.4,1.05,9,1,1,1
300,2,20,0.693147180559945,2.99573227355399,0,0,0,0,1,56.0260586319218,63.7931034482759,50,1,0.8,1,1,1.14,5,1,0,0
90,2,47,0.693147180559945,3.85014760171006,0,1,0,0,0,44.8863636363636,43.0555555555556,100,0,0.6,0,0,1.03,11,1,1,1
90,2,35,0.693147180559945,3.55534806148941,0,1,0,0,0,51.2820512820513,54.1666666666667,66.6666666666667,1,0.6,1,0.6,1.08,7,1,1,1
180,2,26,0.693147180559945,3.25809653802148,0,1,0,0,0,62.7777777777778,62.5698324022346,100,1,0.6,1,0.6,1.14,5,1,1,1
300,2,37,0.693147180559945,3.61091791264422,0,1,0,0,0,57.7777777777778,60.952380952381,100,1,0.8,1,0.8,1.25,3.75,1,1,1
500,2,15,0.693147180559945,2.70805020110221,0,1,0,0,0,56.7307692307692,57.3170731707317,40,1,0.8,1,1,1.36,3.25,1,1,1
90,2,106,0.693147180559945,4.66343909411207,0,1,0,0,0,56.2015503875969,57.0588235294118,100,1,1,1,0.6,1.12,5.5,1,1,1
180,2,31,0.693147180559945,3.43398720448515,0,1,0,0,0,52.0833333333333,54.5454545454545,50,1,1,1,0.6,1.2,4.33,1,1,1
180,2,26,0.693147180559945,3.25809653802148,0,1,0,0,0,62.8099173553719,62.6373626373626,100,1,1,1,0.8,1.28,3.5,1,0,0
90,2,59,0.693147180559945,4.07753744390572,0,1,0,0,0,46.6417910447761,47.4137931034483,100,0,0.8,1,0.4,1.05,9,1,0,0
90,2,67,0.693147180559945,4.20469261939097,0,0,0,1,0,46.7455621301775,47.5609756097561,66.6666666666667,0,0.6,1,0.8,1.16,4.5,1,1,1
180,2,20,0.693147180559945,2.99573227355399,0,0,0,1,0,54.9707602339181,60,83.3333333333333,1,0.6,1,1,1.36,3,1,1,1
360,2,151,0.693147180559945,5.01727983681492,0,0,0,1,0,65.1685393258427,70.2702702702703,66.6666666666667,1,0.6,1,0.8,1.4,2.75,1,1,1
600,2,12,0.693147180559945,2.484906649788,0,0,0,1,0,57.2847682119205,62,71.4285714285714,1,0.6,1,0.8,1.4,3,1,0,0
90,2,46,0.693147180559945,3.8286413964891,0,0,0,1,0,50.6666666666667,57.5,100,0,0.6,1,0.4,1.08,7,1,1,1
180,2,28,0.693147180559945,3.3322045101752,0,0,0,1,0,53.125,60.5263157894737,50,1,0.8,1,0.8,1.14,5,1,1,1
360,2,9,0.693147180559945,2.19722457733622,0,0,0,1,0,58.1993569131833,63.5220125786163,62.5,1,0.8,1,1,1.44,2.62,1,0,0
45,2,80,0.693147180559945,4.38202663467388,0,0,0,1,0,39.1304347826087,44.1176470588235,100,0,0.6,1,0.2,1.03,11,1,1,1
90,3,73,1.09861228866811,4.29045944114839,1,0,0,1,0,35.2941176470588,41.8604651162791,100,1,0.6,0,0.2,1.02,12,1,1,1
90,3,246,1.09861228866811,5.50533153593236,1,0,0,1,0,60,50,50,1,0.8,1,0.2,1.04,10,1,1,1
180,3,37,1.09861228866811,3.61091791264422,1,0,0,1,0,52.2727272727273,57.2463768115942,100,1,0.8,1,0.6,1.1,6.5,1,1,1
360,3,98,1.09861228866811,4.58496747867057,1,0,0,1,0,50.8474576271186,37.1428571428571,100,1,0.8,1,0.6,1.05,9,1,1,1
720,3,27,1.09861228866811,3.29583686600433,1,0,0,1,0,53.125,57.2413793103448,100,1,1,1,0.8,1.2,4.5,1,0,0
45,3,96,1.09861228866811,4.56434819146784,0,0,1,0,0,20,100,50,0,0.8,1,0.4,1.03,11,1,1,1
45,3,74,1.09861228866811,4.30406509320417,0,0,1,0,0,51.5837104072398,59.4594594594595,50,1,0.8,1,0.6,1.16,4.5,1,0,0
90,3,68,1.09861228866811,4.21950770517611,1,0,1,0,0,47.6923076923077,50.9803921568627,50,0,0.6,0,0.4,1.11,6,1,1,1
90,3,97,1.09861228866811,4.57471097850338,1,0,1,0,0,54.5454545454545,60.8695652173913,50,1,0.6,1,0.4,1.14,5,1,1,1
180,3,31,1.09861228866811,3.43398720448515,1,0,1,0,0,35.8490566037736,42.8571428571429,100,1,0.6,1,0.8,1.03,11,1,1,1
360,3,26,1.09861228866811,3.25809653802148,1,0,1,0,0,75.6756756756757,83.3333333333333,75,1,0.8,1,1,1.8,1.9,1,1,1
720,3,82,1.09861228866811,4.40671924726425,1,0,1,0,0,36,34.7826086956522,50,1,0.8,1,0.8,1.12,6,1,1,1
1200,3,13,1.09861228866811,2.56494935746154,1,0,1,0,0,67.5,72.5,100,1,1,1,1,1.8,2,1,0,0
90,2,33,0.693147180559945,3.49650756146648,0,1,0,0,0,46.4788732394366,40.3846153846154,75,0,0.8,1,0.6,1.08,7,1,1,1
180,2,54,0.693147180559945,3.98898404656427,0,1,0,0,0,48.7046632124352,36.2068965517241,100,1,0.8,1,0.4,1.16,4.5,1,1,1
360,2,72,0.693147180559945,4.27666611901606,0,1,0,0,0,50,51.219512195122,100,1,0.8,1,0.8,1.2,4.33,1,1,1
600,2,3,0.693147180559945,1.09861228866811,0,1,0,0,0,82.766439909297,85.8520900321543,36.3636363636364,1,0.8,1,0.8,2.25,1.61,0,1,0
90,3,47,1.09861228866811,3.85014760171006,0,1,0,0,0,48.9583333333333,51.7857142857143,75,0,0.6,1,0.6,1.14,5,1,1,1
180,3,37,1.09861228866811,3.61091791264422,0,1,0,0,0,65.9498207885305,64.0522875816993,75,1,0.8,1,0.8,1.57,2.25,1,1,1
360,3,13,1.09861228866811,2.56494935746154,0,1,0,0,0,78.6026200873362,79.9392097264438,40,1,0.8,1,0.8,1.5,2.5,1,0,0
90,3,47,1.09861228866811,3.85014760171006,1,1,0,0,0,50,52.4590163934426,80,0,0.6,0,0.6,1.08,7,1,1,1
90,3,52,1.09861228866811,3.95124371858143,1,1,0,0,0,47.0588235294118,40,50,1,0.6,1,0.2,1.1,6.5,1,1,1
180,3,108,1.09861228866811,4.68213122712422,1,1,0,0,0,60,67.704280155642,50,1,0.8,1,0.6,1.1,6.5,1,1,1
360,3,21,1.09861228866811,3.04452243772342,1,1,0,0,0,53.3333333333333,60,100,1,0.8,1,0.8,1.28,3.5,1,1,1
720,3,19,1.09861228866811,2.94443897916644,1,1,0,0,0,68.4210526315789,57.7319587628866,100,1,0.8,1,0.8,1.22,4.33,1,1,1
1200,3,2,1.09861228866811,0.693147180559945,1,1,0,0,0,87.9166666666667,85.981308411215,33.3333333333333,1,1,1,1,3.5,1.3,0,0,1
2000,3,1,1.09861228866811,0,1,1,0,0,0,87.8571428571429,78.5365853658537,41.1764705882353,1,1,1,1,3.25,1.36,0,1,0
90,2,356,0.693147180559945,5.87493073085203,0,1,0,0,0,0,0,50,0,0.8,0,0,1.005,21,1,1,1
180,2,43,0.693147180559945,3.76120011569356,0,1,0,0,0,60.7142857142857,57.7777777777778,80,1,0.8,1,1,1.2,4.33,1,1,1
300,2,22,0.693147180559945,3.09104245335832,0,1,0,0,0,60.1851851851852,64.367816091954,50,1,0.8,1,0.8,1.22,4,1,1,1
500,2,11,0.693147180559945,2.39789527279837,0,1,0,0,0,62.4365482233503,61.0169491525424,57.1428571428571,1,0.8,1,0.8,1.25,4,1,1,1
90,2,17,0.693147180559945,2.83321334405622,0,1,0,0,0,62.992125984252,63.2124352331606,83.3333333333333,1,0.8,1,0.8,1.12,5.5,1,1,1
180,2,31,0.693147180559945,3.43398720448515,0,1,0,0,0,62.890625,59.1666666666667,66.6666666666667,1,1,1,0.8,1.14,5,1,1,1
360,2,35,0.693147180559945,3.55534806148941,0,1,0,0,0,48.8372093023256,46.5116279069767,100,1,1,1,0.8,1.06,8,1,1,1
600,2,3,0.693147180559945,1.09861228866811,0,1,0,0,0,82.8507795100223,85.8461538461539,38.4615384615385,1,1,1,0.8,2.2,1.66,0,1,0
90,3,26,1.09861228866811,3.25809653802148,0,0,0,0,1,48.1818181818182,52.1739130434783,66.6666666666667,0,0.8,0,0.2,1.11,6,1,1,1
90,3,41,1.09861228866811,3.71357206670431,0,0,0,0,1,54.5189504373178,57.1428571428571,66.6666666666667,1,0.8,1,0.6,1.16,4.5,1,1,1
180,3,66,1.09861228866811,4.18965474202643,0,0,0,0,1,46,50,100,1,0.8,1,0.6,1.07,7.5,1,1,1
300,3,32,1.09861228866811,3.46573590279973,0,0,0,0,1,53.0434782608696,65.2173913043478,83.3333333333333,1,0.8,1,0.8,1.2,4.33,1,1,1
500,3,2,1.09861228866811,0.693147180559945,0,0,0,0,1,82.9694323144105,81.9047619047619,35.7142857142857,1,0.8,1,1,2.75,1.44,0,1,0
90,3,24,1.09861228866811,3.17805383034795,0,0,0,0,1,60.6425702811245,52.1739130434783,100,0,0.8,1,0.6,1.12,5.5,1,1,1
180,3,34,1.09861228866811,3.52636052461616,0,0,0,0,1,50.5434782608696,57.1428571428571,100,1,0.8,1,0.4,1.14,5,1,0,0
600,3,6,1.09861228866811,1.79175946922805,0,0,0,0,1,58.3969465648855,49.0566037735849,66.6666666666667,0,0.6,0,0.2,1.2,4.5,1,1,1
600,3,1,1.09861228866811,0,0,0,0,0,1,81.5718157181572,64,38.8888888888889,1,0.6,1,0.8,1.9,1.9,1,0,0
600,3,8,1.09861228866811,2.07944154167984,0,0,0,0,1,77.9661016949153,72.7272727272727,33.3333333333333,0,0.4,0,0.4,1.38,3,1,1,1
1000,3,2,1.09861228866811,0.693147180559945,0,0,0,0,1,83.0472103004292,82.3008849557522,33.3333333333333,1,0.6,1,0.8,3,1.38,0,1,0
90,3,42,1.09861228866811,3.73766961828337,1,1,0,0,0,36.8421052631579,42.8571428571429,50,0,0.4,0,0.4,1.01,15,1,1,1
