"Match_Importance","Rank_Ruud","Rank_Opp","Log_Rank_Ruud","Log_Rank_Opp","Five_Set","Hard","Grass","Clay","Indoor","Opp_Set_Perc","Opp_Court_Perc","H2H_Ruud","Pre_Ruud","Pre5_Ruud","Pre_Opp","Pre5_Opp","Odd_Ruud","Odd_Opp","Odd_Pred","Odd_Acc","Win"
150,8,18,2.07944154167984,2.89037175789616,0,0,0,1,0,55.3846153846154,48.2758620689655,100,1,0.8,1,0.4,1.25,4,1,1,1
250,8,79,2.07944154167984,4.36944785246702,0,0,0,1,0,44.4444444444444,45.3947368421053,100,1,0.8,1,0.8,1.12,6,1,1,1
90,8,297,2.07944154167984,5.6937321388027,1,0,0,1,0,74.0740740740741,61.7886178861789,50,1,0.8,0,0.2,1.03,15,1,1,1
90,8,61,2.07944154167984,4.11087386417331,1,0,0,1,0,40,38.8888888888889,100,1,1,1,0.4,1.12,6,1,1,1
180,8,35,2.07944154167984,3.55534806148941,1,0,0,1,0,50,50,100,1,1,1,0.4,1.16,5,1,1,1
360,8,13,2.07944154167984,2.56494935746154,1,0,0,1,0,50,50,50,1,1,1,0.6,1.57,2.37,1,1,1
720,8,40,2.07944154167984,3.68887945411394,1,0,0,1,0,66.6666666666667,57.6923076923077,100,1,1,1,0.8,1.44,2.75,1,1,1
1200,8,23,2.07944154167984,3.13549421592915,1,0,0,1,0,71.4285714285714,59.3908629441624,100,1,1,1,1,1.44,2.75,1,1,1
2000,8,5,2.07944154167984,1.6094379124341,1,0,0,1,0,88.4615384615385,90.9090909090909,50,1,1,1,1,5.5,1.16,0,1,0
90,5,180,1.6094379124341,5.19295685089021,0,0,1,0,0,0,0,50,0,0.8,0,0,1.3,3.5,1,0,0
90,6,39,1.79175946922805,3.66356164612965,1,0,1,0,0,41.1764705882353,25,0,0,0.6,0,0.2,1.2,4.5,1,1,1
90,6,112,1.79175946922805,4.71849887129509,1,0,1,0,0,30,62.5,33.3333333333333,1,0.6,1,0.4,1.57,2.37,1,0,0
45,5,39,1.6094379124341,3.66356164612965,0,0,0,1,0,50,47.8260869565217,100,0,0.4,1,0.4,1.16,5,1,0,0
45,5,65,1.6094379124341,4.17438726989564,0,0,0,1,0,45.4545454545455,28.5714285714286,50,0,0.2,1,0.2,1.2,4.5,1,1,1
90,5,63,1.6094379124341,4.14313472639153,0,0,0,1,0,45.0980392156863,46.5753424657534,100,1,0.4,1,0.6,1.25,4,1,1,1
150,5,40,1.6094379124341,3.68887945411394,0,0,0,1,0,47.4358974358974,54.0284360189574,25,1,0.6,1,0.6,1.2,4.5,1,1,1
250,5,15,1.6094379124341,2.70805020110221,0,0,0,1,0,65.9090909090909,70.3125,50,1,0.6,1,1,1.8,2,1,1,1
90,7,42,1.94591014905531,3.73766961828337,0,1,0,0,0,60.5263157894737,61.5384615384615,100,1,0.8,1,0.6,1.33,3.4,1,1,1
180,7,18,1.94591014905531,2.89037175789616,0,1,0,0,0,63.0952380952381,68.5314685314685,0,1,1,1,1,1.72,2.1,1,1,1
360,7,9,1.94591014905531,2.19722457733622,0,1,0,0,0,58.4795321637427,59.7402597402597,50,1,1,1,0.8,2.5,1.53,0,0,1
600,7,10,1.94591014905531,2.30258509299405,0,1,0,0,0,58.5034013605442,62.6373626373626,100,1,1,1,0.6,1.9,1.9,1,0,0
90,5,229,1.6094379124341,5.43372200355424,0,1,0,0,0,66.6666666666667,66.6666666666667,50,0,0.8,1,0.4,1.2,4.5,1,0,0
90,7,601,1.94591014905531,6.39859493453521,1,1,0,0,0,53.4883720930233,49.5652173913044,50,0,0.6,0,0.4,1.07,9,1,1,1
90,7,117,1.94591014905531,4.76217393479776,1,1,0,0,0,80,50,50,1,0.6,1,0.6,1.12,6,1,1,1
180,7,34,1.94591014905531,3.52636052461616,1,1,0,0,0,47.8260869565217,52.9411764705882,100,1,0.6,1,0.6,1.57,2.37,1,1,1
360,7,112,1.94591014905531,4.71849887129509,1,1,0,0,0,44.4444444444444,57.5757575757576,50,1,0.6,1,0.6,1.16,5,1,1,1
720,7,14,1.94591014905531,2.63905732961526,1,1,0,0,0,74.1379310344828,59.7014925373134,60,1,0.8,1,0.8,2,1.8,0,0,1
1200,7,31,1.94591014905531,3.43398720448515,1,1,0,0,0,67.6470588235294,55.8823529411765,100,1,1,1,0.8,1.44,2.75,1,1,1
2000,7,4,1.94591014905531,1.38629436111989,1,1,0,0,0,78.5714285714286,72.0930232558139,0,1,1,1,1,2.8,1.45,0,1,0
45,2,111,0.693147180559945,4.70953020131233,0,1,0,0,0,50,37.037037037037,50,0,0.8,1,0.4,1.16,5,1,1,1
90,2,56,0.693147180559945,4.02535169073515,0,1,0,0,0,51.1111111111111,51.8181818181818,100,1,0.8,1,0.6,1.22,4.33,1,0,0
90,3,58,1.09861228866811,4.06044301054642,0,1,0,0,0,43.6363636363636,42.5,100,0,0.6,0,0.2,1.2,4.5,1,0,0
90,3,194,1.09861228866811,5.26785815906333,0,0,0,0,1,60.3146853146853,57.5,50,0,0.4,0,0.6,1.44,2.75,1,0,0
90,4,76,1.38629436111989,4.33073334028633,0,0,0,0,1,62.0490620490621,62.5,0,0,0.2,1,0.8,1.5,2.62,1,1,1
180,4,23,1.38629436111989,3.13549421592915,0,0,0,0,1,57.1428571428571,52.3809523809524,50,1,0.4,1,0.8,1.66,2.2,1,0,0
600,4,6,1.38629436111989,1.79175946922805,0,0,0,0,1,61.139896373057,70.4918032786885,66.6666666666667,0,0.2,0,0.8,3.2,1.36,0,0,1
600,4,9,1.38629436111989,2.19722457733622,0,0,0,0,1,55.6016597510373,54.7619047619048,50,1,0.4,1,0.6,2,1.8,0,0,1
600,4,2,1.38629436111989,0.693147180559945,0,0,0,0,1,81.4545454545455,65.3061224489796,0,1,0.6,0,0.2,1.53,2.5,1,0,0
1000,4,7,1.38629436111989,1.94591014905531,0,0,0,0,1,62.3134328358209,62.7906976744186,25,0,0.6,1,0.6,2.2,1.66,0,0,1
1500,4,8,1.38629436111989,2.07944154167984,0,0,0,0,1,82.4797843665768,78.9156626506024,0,1,0.6,1,0.8,4.33,1.22,0,1,0
45,3,70,1.09861228866811,4.24849524204936,0,1,0,0,0,50.314465408805,39.622641509434,0,0,0.6,1,0.4,1.17,5,1,0,0
90,3,110,1.09861228866811,4.70048036579242,1,1,0,0,0,20,25,50,0,0.4,0,0.2,1.17,5,1,1,1
90,3,39,1.09861228866811,3.66356164612965,1,1,0,0,0,53.3333333333333,61.3636363636364,100,1,0.4,1,0.6,1.33,3.4,1,0,0
90,4,342,1.38629436111989,5.8348107370626,0,1,0,0,0,37.037037037037,38.4615384615385,50,0,0.4,0,0.2,1.07,9,1,1,1
90,4,125,1.38629436111989,4.8283137373023,0,1,0,0,0,40.4580152671756,34.2465753424658,50,1,0.4,1,0.4,1.3,3.5,1,0,0
90,4,38,1.38629436111989,3.63758615972639,0,1,0,0,0,54.0983606557377,56.1151079136691,42.8571428571429,0,0.4,1,0.2,1.25,4,1,1,1
180,4,97,1.38629436111989,4.57471097850338,0,1,0,0,0,50.4347826086956,41.6666666666667,0,1,0.6,1,0.6,1.22,4.33,1,0,0
90,4,80,1.38629436111989,4.38202663467388,0,1,0,0,0,51.2820512820513,50,50,0,0.4,1,0.4,1.4,3,1,1,1
180,4,32,1.38629436111989,3.46573590279973,0,1,0,0,0,56,58.695652173913,33.3333333333333,1,0.6,1,0.6,1.3,3.5,1,0,0
45,5,147,1.6094379124341,4.99043258677874,0,0,0,1,0,43.213296398892,44.8484848484849,100,0,0.4,1,0.4,1.11,6.5,1,1,1
90,5,32,1.6094379124341,3.46573590279973,0,0,0,1,0,50.9090909090909,65.7894736842105,50,1,0.6,1,0.6,1.44,2.75,1,1,1
150,5,80,1.6094379124341,4.38202663467388,0,0,0,1,0,37.7777777777778,30.7692307692308,100,1,0.6,1,0.8,1.22,4.33,1,1,1
250,5,40,1.6094379124341,3.68887945411394,0,0,0,1,0,52.317880794702,56.5217391304348,50,1,0.8,1,0.8,1.44,2.75,1,1,1
90,4,31,1.38629436111989,3.43398720448515,0,0,0,1,0,55.6962025316456,57.8947368421053,25,1,0.8,1,0.6,1.2,4.5,1,1,1
180,4,100,1.38629436111989,4.60517018598809,0,0,0,1,0,45.4861111111111,45.4545454545455,0,1,1,1,0.6,1.3,3.5,1,0,0
90,3,37,1.09861228866811,3.61091791264422,0,0,0,1,0,43.75,50,0,0,0.8,1,0.4,1.14,5.5,1,1,1
90,3,32,1.09861228866811,3.46573590279973,0,0,0,1,0,55.5555555555556,60,50,1,0.8,1,0.6,1.44,2.75,1,0,0
90,4,105,1.38629436111989,4.65396035015752,0,0,0,1,0,40,50,50,0,0.6,1,0.4,1.17,5,1,0,0
90,4,89,1.38629436111989,4.48863636973214,0,0,0,1,0,53.7313432835821,50,100,0,0.4,1,0.4,1.17,5,1,1,1
180,4,49,1.38629436111989,3.89182029811063,0,0,0,1,0,50.9090909090909,41.1764705882353,100,1,0.4,1,0.6,1.17,5,1,1,1
180,4,62,1.38629436111989,4.12713438504509,0,0,0,1,0,49.7109826589595,58.1818181818182,0,1,0.6,1,0.6,1.4,3,1,1,1
360,4,31,1.38629436111989,3.43398720448515,0,0,0,1,0,56.5217391304348,60.8695652173913,33.3333333333333,1,0.6,1,0.6,1.62,2.3,1,1,1
600,4,7,1.38629436111989,1.94591014905531,0,0,0,1,0,60.6741573033708,61.3636363636364,100,1,0.8,1,0.8,2.38,1.57,0,1,0
